refac,efficiency
"refac_1,refac_3,refac_4",0.03765339454006243
"refac_1,refac_4,refac_5",0.035585356396178665
"refac_2,refac_6,refac_7",0.027615301693664506
"refac_2,refac_5,refac_6",0.026925077117806194
"refac_1,refac_3,refac_7",0.02654953389320214
"refac_3,refac_5,refac_7",0.02648551030751898
"refac_2,refac_4,refac_6",0.026187146994358597
